Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,Career Opportunities,Comp & Benefits,Culture & Values,Senior Management,Work/Life Balance,Per Hour,Monthly,Employer Provided,Min Salary,Max Salary,Avg Salary,Company,CFounded,Age,Need React,Need Angular,Need TypeScript,Need SCSS/SASS,Need Node.js,Need Spring,Need Spring Boot,Need Vue.js,Need PHP,Need .NET,Need Ruby,Need Ruby on Rails,Need WordPress,Need MySQL,Need NoSQL,Need PostgreSQL,Need MongoDB,Need Django,Need Laravel,Need Vue
Senior Developer / Software developer,Employer Provided Salary:₹7L - ₹9L,"PRIMARY PURPOSE: Assist in all phases of development. Including design, requirements gathering, development and support of new features and enhancements of existing applications. The technology stack of the application consists of C#, WPF, WCF, MVVM, SQL Server, Visual Studio 2019, and Microsoft Azure. Duties will also require supervising the work of Junior developers, organizing code reviews, and ensuring new development conforms with overall architectural goals. Primary technology that applicant will be involved with is development and maintenance of the Twin City Fan FS10(Fan Selector) application.
KEY RESPONSIBILITIES:
· Participate in all levels of the software development life cycle (SDLC), including design, development, requirements review and managing personal deadlines.
· Work in a team environment.
· Develop code per specifications using specified standards, tools, and techniques under the direction of existing team members. To include, performing only work that has been approved by Development Manager
· Troubleshoot technical issues.
· Organizing and leading code reviews
· Participate in work break downs and estimating tasks.
· Review and rewrite legacy programs as required to increase efficiency or to adapt to new requirements and available technology.
· Business focused critical thinking skills while taking ROI, TCO and the User experience into account.
· Handle JIRA support tickets by communicating with FS10 customers to resolve issues in a timely manner.
· Experience working with Windows Applications.
· Willing to travel to US short-term for training.
· Act, Live, and Behave by TCF Core Values.
· Other duties as assigned.
Job Type: Full-time
Pay: ₹700,000.00 - ₹850,000.00 per year
Benefits:
Food provided
Health insurance
Leave encashment
Schedule:
Day shift
Flexible shift
Monday to Friday
Ability to commute/relocate:
Chennai, Tamil Nadu: Reliably commute or planning to relocate before starting work (Required)
Education:
Bachelor's (Preferred)
Experience:
total work: 4 years (Preferred)
Show Less
Report",3.6,"Twin City Fan Companies, Ltd.
3.6",Chennai,1001 to 5000 Employees,1973,Company - Private,Machinery Manufacturing,Manufacturing,$100 to $500 million (USD),3.5,3.8,3.8,3.5,3.7,0,0,1,7,9,8.0,"Twin City Fan Companies, Ltd.
",1973.0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Software Developers (.Net),₹7L - ₹9L (Glassdoor Est.),"Software Developers (.Net)
Pune, India
About the role
Transport : This is an opportunity for experienced Developers to join our Pune team, designing and delivering intelligent transport systems to an international customer base. Idox Transport solutions support traffic management and the delivery of real-time passenger information across all modes of transport. Using new digital technology, we help traffic managers and local transport authorities to harness data and inform the design of smart transport systems that ease congestion on existing networks.]
Health : [This is an opportunity for experienced Developers to join our UK and Pune teams, designing and delivering healthcare software systems to a UK customer base (NHS and Private Sector). Idox’s clinical solutions support both patients and consultants in delivering healthcare service throughout the UK and boasts a mature yet evolving product base which looks to meet the demands of healthcare efficiencies and patient self-service. The products cover all aspects of healthcare including patient facing systems, laboratory (clinical tests) integrations, consultations, diagnosis and prescribing.]
CAFM : [This is an opportunity for experienced Developers to join our UK and Pune teams, designing and delivering facilities management software. Our CAFM product is used extensively across the UK and world in many business domains where it supports a wide range of facility management features from assets, maintenance, helpdesk, room booking, and financials to name just a few. This exciting product area is undergoing a transformation from a hybrid desktop/web application to a fully web based solution and Idox are looking for talented developers and quality assurance to help our journey towards this goal and beyond.]
Excellent development is at the core of our client service, so we are hoping to find Developer with applied design experience – able to see a project from coding through to successful implementation – and an understanding of Software Development Life Cycle and best practise. Experience in developing real time information systems would be an advantage.
Idox offers job stability and a planned development path for your career, with proactive review and mentoring from Pune and UK colleagues. We provide flexible working and benefits to foster equal opportunities, and there are 6 monthly reviews when you can assess and steer your own development, with the support of management.
Key responsibilities:
Design and Software Development
Design high quality units in accordance with the overall solution architecture, adhering to design, regulatory, industry and product quality standards
Implement changes to products, implementing design changes to fulfil requirements
Ensure high standard of usability and data accuracy throughout the product’s components
Create all necessary technical documentation required for each release cycle
Respond to technical and support queries, analysing root cause of issues and implementing changes to prevent re-occurrences
Look for ways to improve and innovate and be part of the team discussions about product and professional enhancements.
Delivery
Take responsibility for delivery of a schedule of Unit Releases, as directed
Undertaking regular Root Cause Analysis, and problem solving
Uphold KPIs for productivity (for example, resolution of product-related support tickets)
Uphold KPI for code quality standards.
To be successful:
Minimum experience of 4 years in development
Expertise in Microsoft .NET, SQL Server or equivalent.
Experience for systems implementation, installation and development methodologies and standards.
Experience in Design, Development, Deployment/Installation adhering standard patterns and practices.
Strong development experience in ASP.NET, C#, MVC, WCF, Windows Services, EntityFramework, SQL, JavaScript, HTML, jQuery. service-oriented architecture.
Good Experience with Full Stack Development ideally Microsoft .NET Web API and Angular.
Strong knowledge of HTML, CSS, JavaScript and industry common libraries such as JQuery.
Well versed in SQL Server or equivalent.
Understanding of GIT and/or SVN.
Strong problem-solving skills.
Fluency in spoken and written English.
Additionally useful knowledge (not essential):
SignalR
CI/CD (Jenkins, MS Build etc.) Exposure to MS BI Methodologies - SSIS/SSRS/SSAS.
Any experience of C++ would demonstrate a strong understanding of coding.
About Idox
Our specialist software solutions power the performance of government and industry, driving productivity and a better experience for everyone. Built around the user and designed in collaboration with experts who have worked through every detail of every process from end-to-end, our hard-working process engines deliver exceptional functionality and embed workflows that drive efficiency and best practice with a long-term focus for regulated environments.
Through the automation of tasks, the simplification of complex operations, finding scalability as operations evolve, and more effective management of information, we help our customers harness the power of Digital, so they can do more.
We employ around 500 staff in the UK and worldwide, including Europe, North America and Asia, so some travel to meet colleagues may be required.
Our Values Our Culture
We are ambitious in working together to promote a more inclusive environment, which attracts all candidates and signals our commitment to celebrate and promote diversity. Idox is a company where we can all be ourselves and succeed on merit, where we respect all our employees, customers and communities in which we live, work and are a part of.
We recruit and reward employees based on capability and performance – regardless of race, gender, sexual orientation, gender identity or expression, lifestyle, age, educational background, national origin, religion or physical ability. Each office location worldwide, is free to respond to local needs to create a culturally sensitive workplace for everyone. In doing so, we want every employee to feel our commitment to showing respect for all and encouraging open collaboration and communication.
As part of the recruitment process, we will collect data about you in a variety of ways including the information you would normally include in a CV or a job application cover letter, or notes made by our recruiting officers during a recruitment interview.
Please read our Recruitment Data Privacy Policy here: https://www.idoxgroup.com/policies
Job Type: Full-time
Schedule:
Day shift
Monday to Friday
Application Question(s):
Current notice period ?
Salary expectations?
Education:
Bachelor's (Required)
Experience:
ASP.NET, C#, MVC, WCF,JAVASCRIPT: 4 years (Required)
Show Less
Report",3.3,"IDOX plc
3.3",Pune,501 to 1000 Employees,2000,Company - Public,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD),3.1,3.1,3.2,3.2,3.6,0,0,0,7,9,8.0,"IDOX plc
",2000.0,23.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Software Developers (Angular),Employer Provided Salary:₹10L - ₹25L,"Software Developers (Angular)
Pune, India
About the role
We provide digital solutions to the health care sector which support health care workers and enhances the service they provide to patients.
We’re looking for is an individual with passion and drive to continually learn, develop and to contribute to our development team.
While we would like a developer with full stack capability, we are specifically looking to increase the team’s expertise in Angular and Web API as new features are being developed in this technology and legacy tech moved across.
Our Development Culture
We are a team of dedicated developers and QA staff that deliver incrementally in sprints, within an Agile (SCRUM) environment.
Every team member is involved in our sprint planning, stand-ups, and retrospectives. Our development process favours skilled developers and frequent collaboration. We prefer clean code to over-engineering.
Our technical stack encompasses a wide range of technologies that include: Angular, AngularJS, C#, SQL Server, IIS, ASP.NET Web API, so there is wide scope to learn new skills.
Our developers have the freedom and opportunity to work with both established and new technologies, languages, and frameworks. You will be encouraged to learn and skill up on new tech.
As part of your role, you will be expected to manage your own time effectively and liaise both with team members and other staff in the company.
Key responsibilities
A self-motivated and energetic person that has a desire to work on a product that can make a real difference to people’s lives
A developer who can constantly review and improve the products worked on
A team player, who can contribute and bring fresh ideas
A good communicator.
To be successful :
Expertise in Angular
At least 5 years’ experience in developing web applications
Optionally has had experience of other technologies we use like AngularJS, C#, SQL Server, IIS, ASP.NET Web API.
About Idox
Our specialist software solutions power the performance of government and industry, driving productivity and a better experience for everyone. Built around the user and designed in collaboration with experts who have worked through every detail of every process from end-to-end, our hard-working process engines deliver exceptional functionality and embed workflows that drive efficiency and best practice with a long-term focus for regulated environments.
Through the automation of tasks, the simplification of complex operations, finding scalability as operations evolve, and more effective management of information, we help our customers harness the power of Digital, so they can do more.
We employ around 500 staff in the UK and worldwide, including Europe, North America and Asia, so some travel to meet colleagues may be required.
Our Values Our Culture
We are ambitious in working together to promote a more inclusive environment, which attracts all candidates and signals our commitment to celebrate and promote diversity. Idox is a company where we can all be ourselves and succeed on merit, where we respect all our employees, customers and communities in which we live, work and are a part of.
We recruit and reward employees based on capability and performance – regardless of race, gender, sexual orientation, gender identity or expression, lifestyle, age, educational background, national origin, religion or physical ability. Each office location worldwide, is free to respond to local needs to create a culturally sensitive workplace for everyone. In doing so, we want every employee to feel our commitment to showing respect for all and encouraging open collaboration and communication.
Our Benefits
Flex to Fit
We recognise that for individuals, the opportunity to work flexibly can enable them to achieve a better work-life balance along with a greater sense of responsibility, ownership and control of their working life. During the pandemic, all our employees successfully transitioned to remote working and we are open to conversations on work patterns to suit our employees needs such as change to working times; part time working; term time working; 9-day fortnight. We are proud to be a flexible employer enabling effective hybrid working for our employees.
Please note successful applicants will need to satisfy the BPSS guidelines (Baseline Personnel Security Standards) which consist of the receipt of satisfactory references covering the last 3 years of employment; an identity check; verification of eligibility to work in the UK; and a Basic Disclosure Check. This is in order to help us make safer recruitment decisions.
Privacy notice
As part of the recruitment process, we will collect data about you in a variety of ways including the information you would normally include in a CV or a job application cover letter, or notes made by our recruiting officers during a recruitment interview.
Please read our Recruitment Data Privacy Policy here: https://www.idoxgroup.com/policies
Job Types: Full-time, Regular / Permanent
Salary: ₹1,000,000.00 - ₹2,500,000.00 per year
Schedule:
Day shift
Monday to Friday
Application Question(s):
Notice period?
Salary expectations?
Education:
Bachelor's (Preferred)
Experience:
Angular: 5 years (Required)
Application Deadline: 09/04/2023
Expected Start Date: 31/03/2023
Show Less
Report",3.3,"IDOX plc
3.3",Pune,501 to 1000 Employees,2000,Company - Public,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD),3.1,3.1,3.2,3.2,3.6,0,0,1,10,25,17.5,"IDOX plc
",2000.0,23.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Full Stack Javascript Developer,Employer Provided Salary:₹9L - ₹17L,"Data Collaborative (DC) is a technology services and solutions firm with offices in Arlington, MA, Portsmouth, NH, and Noida, India but a REMOTE first firm. We are looking to fill a software engineer position out of our Noida, India location.
We build mission critical business applications, integrate systems, and implement low-code solutions supporting a broad range of industries and have 200 global customers – including over a dozen Fortune 500 clients.
DC is looking for an experienced developer to continue to develop and maintain a Vertical Saas solution built on: Node.js, TypeScript, Next.js, PostgreSQL, Tailwind, and associated technologies.
As a Software Engineer, you will...
Moderate involvement in the design of critical software components, systems, and features
Design, develop, test, deploy, maintain and improve software
Create and maintain documentation and specifications
Write unit, integration, and other relevant tests
Manage deliverables and deadlines in an agile setting
Mentor and train other team members on design principles, and coding best practices
Interact and coordinate deliverables with other technical groups in the organization
Be part of a small team and do your best to contribute in any way needed to help the team
Requirements:
3+ year of experience as a full stack developer using Node.js, TypeScript, Next.js, PostgreSQL, GIT, and GCP
Prior multi-tenant SAAS platform experience
Job Type: Full-time
Pay: ₹900,000.00 - ₹1,650,000.00 per year
Benefits:
Health insurance
Life insurance
Paid time off
Schedule:
Evening shift
Flexible shift
Monday to Friday
UK shift
Experience:
Node.js: 3 years (Required)
TypeScript: 1 year (Preferred)
Work Location: One location
Show Less
Report",5.0,"Data Collaborative
5.0",Noida,1 to 50 Employees,Company - Private,Internet & Web Services,Information Technology,$1 to $5 million (USD),-1,5.0,5.0,5.0,5.0,5.0,0,0,1,9,17,13.0,"Data Collaborative
",-1.0,-1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Senior Full Stack Developer,₹2L - ₹6L (Glassdoor Est.),"Company Overview & History
Exeevo and its platforms are the result of a strategic alliance established between Indegene and Microsoft in 2017. Exeevo has grown from providing a customer experience (CX) platform for commercial and medical teams to supporting the entire journey from clinical to commercial for Life Sciences Organizations to deliver superior experiences to both healthcare teams and patients. Exeevo provides advanced capabilities in CRM, marketing, contact centers, event management, commercial operations, expert engagement, clinical trial recruitment, as well as customer and patient insights for pharmaceutical, biotech, and medical device makers.
Title: Senior Full Stack Developer
Location: Bangalore
Role Summary:
Working on our new and existing products for our Business Areas. We have a busy roadmap ahead of us with exciting new features and we’ll need you to solve interesting problems. Joining one of our expanding multi-disciplinary agile teams.
Key Responsibilities:
· You will be required to work closely with product owners, UI/UX designers, architects, engineers, and other business members to translate requirements into well-engineered solutions.
· You will be participating in developing full stack features and coaching and mentoring the junior engineers.
· You will need to collaborate effectively with multiple cross geographical teams that include developers, testers, product managers, client implementation specialists, client operations and Devops.
Experience: 5 years into Full Stack Development
Must Have - Angular 8+ or react, Cordova, Responsive web design and basic web technologies like HTML, CSS, JavaScript, Java8, Spring Boot, Spring Cloud, Spring Data JPA, Microservices.
Nice to have - Ionic, Dynamics CRM development experience
Characteristics
· Self-starter
· Quick learner
· Strong communicator in English
· Well organized
Job Type: Full-time
Schedule:
Monday to Friday
Education:
Bachelor's (Preferred)
Experience:
Full-stack development: 4 years (Required)
Angular6+: 2 years (Required)
Spring Boot: 1 year (Preferred)
Java: 2 years (Required)
Speak with the employer
+91 7353781069
Show Less
Report",2.7,"Exeevo
2.7",Bangalore,51 to 200 Employees,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,2.7,2.3,2.3,2.5,2.4,0,0,0,2,6,4.0,"Exeevo
",-1.0,-1.0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Full Stack Developer (.Net,C#, React.js)",Employer Provided Salary:₹4L - ₹16L,"About VENHAN:
VENHAN is a new-age 'Agile and Lean Product Engineering’ firm that empowers businesses to be fast and fail-proof through state-of-the-art IT solutions. With more than 10 years of successful operations in India and the United States, we craft custom solutions in web, mobile, cloud, and data analytics using rapid agile and lean engineering methods and productivity frameworks. Our trendsetting ways of making software ensure faster time to market, product quality, lower risk, and transparency. To know more, please visit - http://www.venhan.com/
Job Description:
Proficiency in building REST services using C# and .Net Core web API
Experience with one or more PostgreSQL/mongoDB
Experience of developing highly available and scalable backend services;
Experience of hosting services in cloud AWS/Azure/GCP
Thorough understanding of React.js and its core principles
Prior experience with React.js workflows (such as Flux or Redux)
Strong proficiency in JavaScript, including DOM manipulation and the JavaScript object model
Familiarity with more current specifications of ECMAScript
Experience with common front-end development tools such as Babel, Webpack, NPM, etc.
In-depth knowledge of JavaScript, CSS, HTML and front-end languages
Mandatory Skills:
· C#/.Net
· Web technology – React, JS, CSS, html
· Share point framework(SPFX), Web parts, Ace card (Good to have)
· Azure fundamentals (Good to have)
· Experience:5 to 6 years
· Location: All India
· Remote
Job Type: Full-time
Salary: ₹378,544.76 - ₹1,637,006.16 per year
Benefits:
Health insurance
Schedule:
Morning shift
Supplemental pay types:
Performance bonus
Show Less
Report",4.7,"Venhan Technologies
4.7",Hyderābād,51 to 200 Employees,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,4.7,4.7,4.7,5.0,3.8,0,0,1,4,16,10.0,"Venhan Technologies
",-1.0,-1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
Senior Software Engineer,₹2L - ₹7L (Glassdoor Est.),"In a world of disruption and increasingly complex business challenges, our professionals bring truth into focus with the Kroll Lens. Our sharp analytical skills, paired with the latest technology, allow us to give our clients clarity—not just answers—in all areas of business. We embrace diverse backgrounds and global perspectives, and we cultivate diversity by respecting, including, and valuing one another. As part of One team, One Kroll, you’ll contribute to a supportive and collaborative work environment that empowers you to excel.


At Kroll, your work will help deliver clarity to our clients’ most complex governance, risk, and transparency challenges. Apply now to join One team, One Kroll.


Key Responsibilities:



Work with global team lead to develop software based on acceptance criteria and technical specifications


Work as a full stack developer to gather requirements and provide best solutions


Work with the QA team to identify and resolve defects and bugs


Investigate and document software issues for the other teams


Work with local and U.S.-based teams to refine requirements in the backlog


Learn and demonstrate ability with new software development tools


Actively participate in daily scrum meetings


Mentor and provide technical guidance to junior team members



Skills to Succeed:



Minimum level of education required is BA/BS degree in computer science or other relevant educational or work experience; advanced degree is a plus


At least 6-9 years of application development experience with .NET Core and C#


At least 5 years of experience with Web API/ Integrations


At least 3-5 years of experience with Microsoft SQL Server and Entity Framework


Experience with Angular 7 or higher version


Experience with Azure services including App Services, Azure Functions, WebJobs, KeyVault, Storage (blob), App Insight etc


Experience with HTML5, CSS, JSON, TypeScript, Bootstrap and other related frameworks


Demonstrate ability to understand and implement design patterns

Demonstrate ability to understand and implement complex middleware business logic


Demonstrate basic knowledge of .NET Framework


Demonstrate analytical skills and able to think end to end solution for the requirements provided


Experience with a version control system, preferably Git


Experience with application lifecycle management using Azure DevOps


Excellent communication skills with written and verbal English


Familiarity with Scrum and Agile methodologies


Ability to manage confidential, sensitive information



Skills to be outstanding:



Experience with React JS


Experience developing public-facing APIs


Experience with Auth0 authentication


Experience with CI-CD pipelines using Azure DevOps



In order to be considered for a position, you must formally apply via careers.kroll.com.


Kroll is committed to equal opportunity and diversity, and recruits people based on merit.


#LI-DD1
Show Less
Report",3.7,"Kroll
3.7",Hyderābād,5001 to 10000 Employees,1932,Company - Private,Financial Transaction Processing,Finance,$2 to $5 billion (USD),3.7,3.4,3.7,3.5,3.4,0,0,0,2,7,4.5,"Kroll
",1932.0,91.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Full Stack Developer,"Employer Provided Salary:₹2,385.00 - ₹3,000.00 Per hour","This is a FULLY REMOTE role
Must be comfortable working 6a-2p EST
We are looking for a highly skilled computer programmer who is comfortable with both front and back end programming. Full stack developers are responsible for developing and designing front end web architecture, ensuring the responsiveness of applications, and working alongside graphic designers for web design features, among other duties.
About us:
Fleetit is a cost effective way to manage toll by plate invoices and toll violations, we service fleets of all sizes including car/truck rental, trailer/equipment rental, as well as fleet & leasing management companies.
Responsibilities
Managing the complete software development process from conception to deployment
Maintaining and upgrading the software following deployment
Managing the end-to-end life cycle for the production of software and applications
Overseeing and guiding the analyzing, writing, building, and deployment of software
Overseeing the automated testing and providing feedback to management during the development process
Modifying and testing changes to previously developed programs
Qualifications:
Experience in building web applications
Excellent debugging and optimization skills
Experience in unit/integration testing
Working knowledge of Django, reactjs, GCP, Reactjs with redux, Selenium, and multi threading
Job Type: Full-time
Pay: ₹2,067.00 - ₹2,600.00 per hour
Schedule:
US shift
Experience:
Multithreading: 1 year (Required)
Django: 1 year (Preferred)
reactjs: 1 year (Required)
Selenium: 1 year (Required)
Show Less
Report",2.1,"Voyager Global Mobility
2.1",Mumbai,1 to 50 Employees,Company - Private,Less than $1 million (USD),-1,-1,-1,1.8,2.1,2.1,2.1,2.8,1,0,1,2385,3000,2692.5,"Voyager Global Mobility
",-1.0,-1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Python Developer (GIS) Pune,₹7L - ₹9L (Glassdoor Est.),"Python Developer
About the role
Building on the success of our recently expanded technical teams based in our Pune office and with ambitious growth plans to add to our number of employees in India in the next 18 to 24 months, we are looking to recruit developers for our geospatial solutions for our land & property customers in the UK. We are looking for team players with technical experience to join our team.
This is a fantastic time to join Idox as part of our planned expansion in Pune and of overall innovation across the group. In particular, we are looking for confident, self-starting software developers with an eye for high quality solution output. In return, we provide an excellent foundation for the further development of your career.
Idox will invest time and resources, as well as a competitive package (including flexible working), designed to reward success as you achieve your own professional development goals, as well as achieving success as a significant contributor to our developer community overall.
Role Description
This is an exciting opportunity for an experienced software developer to join the growing geospatial team at Idox.
Our software team are at the leading edge of cloud delivery for web mapping and pioneering geographic information systems (GIS). Using globally leading open-source technologies, this is a team which is passionate about applying mapping and geographic data to improve and innovate what our customers do.
As a GIS Developer Team Leader, you will play an essential role in the design, development and deployment of pioneering software products and customer solutions that drive new ways of working across many market sectors.
You will be joining a highly experienced software development team to work on our modern cloud platforms and leading web GIS software applications.
Working with core technologies that include PostGIS, GeoServer, OpenLayers and using Python, Angular as well as other development software, you will provide critical input to the delivery of innovative products and projects for internal and external clients.
If you have experience with frontend, backend or full stack development and excellent programming skills, we would really like to meet you.
Idox is a company with strong ambition. There is great career potential for those who show initiative and an aptitude for leadership. You will have a buddy from day one, to make sure you can make the most of learning opportunities in the business. We offer a comprehensive benefits package and flexible working to support your wellbeing as well as your professional development.
Key Responsibilities
Adding new features to and maintaining existing platform.
Constructing frontend user interfaces from designs (we use Figma for designs).
Making additions and adjustments to backend code.
Developing automation tools for backend services.
Uploading and managing of large geospatial datasets.
To be Successful, you will need to bring
Strong core language (C#, Python, Ruby, C++, Javascript).
Some HTML and CSS experience.
At least 1 year relevant industry experience OR relevant university qualification OR at least 3 years programming Passion for technology and ability to generate new ideas and solutions.
Additional Desirable Skills
Degree in software engineering, computer studies or related discipline.
Experience of:
Automated testing.
Cloud engineering (AWS).
React or alternative framework.
HTML, CSS, Javascript.
Stripe.
Experience Ruby on Rails or alternative full stack framework.
Experience with databases and SQL/Postgres.
Mapbox.
Knowledge of geospatial.
About you
Able to work as part of an integrated team.
Happy to help attitude.
Naturally curious and keen to explore and learn new technologies.
Confident and effective communicator.
Strives to achieve best results, asks questions rather than passively following instructions.
Job Type: Full-time
Schedule:
Day shift
Application Question(s):
Notice period with current company?
salary Expectations?
Education:
Bachelor's (Required)
Experience:
C#, Python, Ruby, C++, Javascript: 1 year (Required)
Show Less
Report",3.3,"IDOX plc
3.3",Pune,501 to 1000 Employees,2000,Company - Public,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD),3.1,3.1,3.2,3.2,3.6,0,0,0,7,9,8.0,"IDOX plc
",2000.0,23.0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
React JS Developer (GIS) Pune / UK,₹7L - ₹9L (Glassdoor Est.),"React JS Developer
About the role
Building on the success of our recently expanded technical teams based in our Pune office and with ambitious growth plans to add to our number of employees in India in the next 18 to 24 months, we are looking to recruit developers for our geospatial solutions for our land & property customers in the UK. We are looking for team players with technical experience to join our team.
This is a fantastic time to join Idox as part of our planned expansion in Pune and of overall innovation across the group. In particular, we are looking for confident, self-starting software developers with an eye for high quality solution output. In return, we provide an excellent foundation for the further development of your career.
Idox will invest time and resources, as well as a competitive package (including flexible working), designed to reward success as you achieve your own professional development goals, as well as achieving success as a significant contributor to our developer community overall.
Role Description
This is an exciting opportunity for an experienced software developer to join the growing geospatial team at Idox.
Our software team are at the leading edge of cloud delivery for web mapping and pioneering geographic information systems (GIS). Using globally leading open-source technologies, this is a team which is passionate about applying mapping and geographic data to improve and innovate what our customers do.
As a GIS Developer Team Leader you will play an essential role in the design, development and deployment of pioneering software products and customer solutions that drive new ways of working across many market sectors.
You will be joining a highly experienced software development team to work on our modern cloud platforms and leading web GIS software applications.
Working with core technologies that include PostGIS, GeoServer, OpenLayers and using Python, Angular, React JS as well as other development software, you will provide critical input to the delivery of innovative products and projects for internal and external clients.
If you have experience with frontend, backend or full stack development and excellent programming skills, we would really like to meet you.
Idox is a company with strong ambition. There is great career potential for those who show initiative and an aptitude for leadership. You will have a buddy from day one, to make sure you can make the most of learning opportunities in the business. We offer a comprehensive benefits package and flexible working to support your wellbeing as well as your professional development.
Key Responsibilities
Adding new features to and maintaining existing platform.
Constructing frontend user interfaces from designs.
Making additions and adjustments to backend code.
Developing automation tools for backend services.
Uploading and managing of large geospatial datasets.
Creation and maintenance of web services (mostly with AWS).
General Fullstack with a focus on backend.
Architecting and planning future infrastructure with lead developer.
Mentoring of junior developers.
To be Successful, you will need to bring
At least 2 - 3 years industry experience.
Very strong core language.
Ruby on Rails or alternative fullstack framework.
Experience with SQL/Postgres and databases.
Knowledge of good coding practices and security standards.
Experience with CI/CD pipeline.
Additional Desirable Skills
Degree in software engineering, computer studies or related discipline.
Experience of:
Automated testing.
Cloud engineering (AWS).
React JS or alternative framework.
HTML, CSS, Javascript.
Stripe.
Experience Ruby on Rails or alternative full stack framework.
Experience with databases and SQL/Postgres.
Mapbox.
Knowledge of geospatial.
About you
Able to work as part of an integrated team.
Happy to help attitude.
Naturally curious and keen to explore and learn new technologies.
Confident and effective communicator.
Strives to achieve best results, asks questions rather than passively following instructions.
Job Type: Full-time
Schedule:
Day shift
Application Question(s):
Notice period with current company?
Salary Expectations?
Education:
Bachelor's (Required)
Experience:
Ruby on Rails or alternative fullstack framework: 3 years (Required)
Cloud engineering (AWS): 3 years (Required)
Work Location: In person
Show Less
Report",3.3,"IDOX plc
3.3",Pune,501 to 1000 Employees,2000,Company - Public,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD),3.1,3.1,3.2,3.2,3.6,0,0,0,7,9,8.0,"IDOX plc
",2000.0,23.0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Full Stack Web Developer,Employer Provided Salary:₹30T - ₹35T,"We are looking to urgently hire a skilled & experienced WordPress Developer to design and implement attractive, functional websites. You will be responsible for front-end and back-end development including the implementation of WordPress themes and custom plugins as well as site integration and security updates. You should be capable of designing, customize and developing websites in WordPress and Woo-commerce. Kindly read the job duties & responsibilties (as seen below) carefully before applying.
Responsibilities and Duties:
Developing front end website architecture & back-end website applications.
Designing user interactions on web pages & ensuring cross-platform optimization for mobile phones/ipads/laptops.
Meeting both technical and consumer needs. Compile and analyze data, processes, and codes to troubleshoot problems and identify areas for improvement.
Overlooking our website functionality to ensure it's smooth operation.
Actively participate in the overall application lifecycle.
Work on custom functionality, Conduct UI tests and optimize overall website performance for maximum speed and scalability.
Conducting website performance tests.
Troubleshooting content issues.
Monitoring the performance of the live website.
WordPress Developer Requirements:
Bachelor’s degree in computer programming, computer science, or a related field.
Hands-on web development experience.
Proficient knowledge of programming language technologies including CSS3,CMS, JavaScript, HTML5, PHP and SQL.
Note: Work experience is a must (minimum 2 years)
Personality Traits (we are looking for):
Creative skills & has an eye for detail
Professionalism & someone who commits to deadlines
Embracing new challenges & looking for innovate ways to enhance the brand's visual performance
Highly adaptive & can easily blend into the work environment
Strong research skills to stay updated with current trends & looking beyond limitations to bring-in the best quality output for the brand.
A candidate who's willing to put in their best efforts to bring-in utmost value to the brand.
Good problem-solving skills.
Attention to detail.
Job Types: Full-time, Regular / Permanent
Salary: ₹30,000.00 - ₹35,000.00 per month
Benefits:
Paid sick time
Paid time off
Schedule:
Day shift
Supplemental pay types:
Performance bonus
Yearly bonus
Ability to commute/relocate:
Navi Mumbai, Navi Mumbai - 400706, Maharashtra: Reliably commute or planning to relocate before starting work (Required)
Experience:
PHP: 2 years (Required)
WordPress: 2 years (Required)
Work Location: One location
Speak with the employer
+91 8652223108
Show Less
Report",4.2,"Avenue Sound
4.2",Navi Mumbai,1 to 50 Employees,Company - Private,Automotive Parts & Accessories Stores,Retail & Wholesale,Unknown / Non-Applicable,-1,4.4,4.0,3.3,4.4,3.6,0,1,1,30,35,32.5,"Avenue Sound
",-1.0,-1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
